	etytr	indicator	alp	er-cv	leukocyty	hbver	alt	trombocyty	ast	weight	ssn	relationship	hematokrit	smoker	hemoglobin	erytrocyty	name
8426	7.39772	1.00000	67.45763	51.26300	6.48168	5.13863	5.95294	4.64171	73.76633	14.23529	463-41-4350	widowed	5.82891	no	11.33724	6.03438	Robert Porter
8427	6.94770	1.00000	67.89647	42.26493	4.61013	7.95051	9.51717	5.37936	84.27380	70.17835	301-49-9548	single	5.64549	no	5.11594	6.32682	Eugene Duffy
8428	5.02729	0.00000	88.31372	66.03489	6.64664	4.17937	12.10492	6.56685	62.88044	85.41637	638-85-8926	widowed	4.63546	no	5.86881	6.66370	Christopher Villanueva
8429	4.63534	1.00000	14.92669	50.56059	4.38423	6.88228	13.99638	7.82389	77.11930	19.85872	657-65-0764	married	6.39278	Y	3.51167	7.02016	Todd Miller
8430	5.84491	1.00000	73.89745	86.44450	5.76918	7.96291	6.40765	4.80057	75.45884	68.61968	004-37-3485	nop	7.04994	no	5.34399	4.61967	Sherri Scott
8431	6.40158	1.00000	85.10377	60.70326	3.55245	6.45330	12.41306	7.76525	74.50985	49.01943	005-38-6753	separated	5.55569	no	5.60781	5.32373	Allison Farmer
8432	6.12678	1.00000	54.74798	63.50268	6.26374	3.70159	5.59655	6.30394	69.22093	62.08043	584-35-0789	nop	6.16284	yes	7.82326	5.21631	Tina Cooper
8433	4.74434	0.00000	37.99630	26.35401	2.87091	7.13752	9.25400	5.67827	63.67597	34.91380	414-69-1848	separated	5.98051	no	8.31574	3.98142	Chad Carter
8434	4.73425	0.00000	86.97667	60.71759	6.12767	3.09936	6.84152	8.97168	74.09113	71.43002	201-72-3698	nop	6.20604	no	6.15644	5.20090	Robert Barnett
8435	7.79283	1.00000	88.93499	41.00620	7.79606	4.27992	5.81895	7.11623	58.12514	54.09999	614-18-1447	married	6.20588	no	6.31219	5.87029	Wendy Deleon
8436	6.55675	1.00000	66.36851	59.43160	5.31363	6.88932	5.54880	6.81938	73.97757	98.59959	856-89-9390	single	5.56549	yes	5.10874	5.35581	William Juarez
8437	7.39912	1.00000	80.33897	29.86804	4.93404	3.91408	5.91696	6.78436	59.83997	16.56997	627-81-8131	divoced	4.40566	N	6.92600	6.59274	Wendy Lawrence
8438	5.38760	0.00000	85.00406	66.04476	4.71976	6.11038	6.88524	6.31993	75.31644	67.49808	623-67-5772	divoced	7.60982	no	6.92856	5.72622	Paul Sandoval
8439	5.63969	1.00000	69.28573	67.00971	4.50633	5.20945	8.33383	6.54421	81.49186	65.25474	386-15-8318	widowed	6.37145	no	7.21722	5.05902	Timothy Horton
8440	3.19878	1.00000	87.58256	45.69473	8.34669	5.57352	6.77113	7.73077	73.44474	86.25585	719-18-3103	single	7.10705	no	6.00175	5.03288	Paige Flowers
8441	4.07773	0.00000	48.60402	38.76692	5.70250	5.00860	8.29773	5.58943	67.29607	73.76031	237-87-2505	single	5.27330	Y	4.61764	5.17163	Melissa Cox
8442	4.03848	0.00000	61.91877	41.49887	6.58789	5.46137	9.51871	6.83168	71.96979	55.94981	013-88-3493	divoced	5.83746	no	7.60807	5.40032	Melinda Johnson
8443	6.09492	0.00000	93.59257	36.55989	4.81010	7.00053	10.24641	4.33030	61.62575	110.83984	803-65-6237	nop	4.64199	N	6.56099	7.34651	Kyle Casey
8444	6.10491	1.00000	66.04020	47.71814	4.04051	8.01527	8.46860	5.46265	76.97777	80.07234	219-13-4921	single	7.07687	no	5.23790	6.66568	Jeremy Walker
8445	5.69348	1.00000	76.24490	72.67096	3.61903	6.05984	7.29337	6.87744	85.23503	92.82238	074-92-1538	widowed	6.75136	no	7.03142	6.03962	Christopher Brown
8446	5.83426	1.00000	11.84163	45.19622	4.82243	7.08466	11.58383	7.60648	67.34964	40.27770	565-94-1417	married	3.83787	no	3.09671	6.60604	Philip Vasquez
8447	7.26160	0.00000	27.80465	47.44529	5.81905	4.15149	5.51080	5.69053	77.42271	83.13290	254-98-5948	married	6.58913	no	8.45477	4.04560	Gail Hunt DDS
8448	5.56486	1.00000	40.92793	42.50382	4.13424	7.10886	7.78523	7.12183	71.85117	39.96364	474-26-2570	single	5.82931	no	4.53103	4.24218	Michael Gentry
8449	5.38075	1.00000	89.03410	61.45995	7.69164	4.07030	7.34319	7.31197	73.88477	54.45792	673-17-3858	divoced	4.93827	no	6.46991	5.66804	Paige Gonzales
8450	4.03945	1.00000	60.95518	76.23507	6.15875	6.47249	11.51503	7.22707	65.05100	84.95478	082-89-5168	married	6.29422	no	4.94783	4.60417	Joan Mccormick
8451	5.34617	0.00000	79.63445	47.78210	5.92546	6.60649	8.26968	4.00368	70.42595	82.76608	662-44-3749	divoced	5.69741	no	5.63751	6.71070	Karen Reid
8452	6.16895	1.00000	88.49324	53.07415	6.85536	3.35292	11.58088	7.28642	72.24109	106.96644	698-94-4374	widowed	5.55106	yes	6.04067	6.49694	Nicholas Hunt
8453	6.76075	1.00000	20.29137	55.73437	3.78474	6.53749	9.56596	8.33598	78.39490	75.08935	704-32-7443	divoced	5.47713	no	3.89188	5.43724	Heather Martinez
8454	6.30392	1.00000	85.84313	52.82430	5.89335	2.85971	10.10237	6.64801	86.41123	30.05106	165-80-7570	single	6.72607	no	6.82406	6.08510	Richard House
8455	6.30976	0.00000	85.05665	58.66072	5.33921	7.58954	16.70942	3.45620	71.07202	80.76926	392-59-7142	married	4.19963	no	6.87697	7.11725	Angela Schaefer
8456	4.26466	0.00000	37.67343	52.98448	5.15962	7.65616	13.19887	4.15689	70.23816	46.93465	657-89-8516	nop	4.81312	no	8.17861	7.44510	Grant Myers
8457	6.67893	0.00000	38.54297	48.11178	2.60735	5.10907	11.92329	7.04648	72.13965	83.70874	893-58-6113	single	6.06559	Y	8.10133	6.22085	Laura Gibson
8458	6.06789	1.00000	75.49711	63.60600	5.85233	4.57187	7.46631	6.74118	74.10305	74.24573	434-12-4128	widowed	5.74334	no	7.20737	6.04502	Candice Burns
8459	6.30249	0.00000	19.54572	40.29332	5.28164	5.22239	7.25963	4.90225	65.11705	33.10566	190-53-7060	divoced	6.19104	no	3.54479	5.94562	David Rivera
8460	5.94101	0.00000	45.75007	42.16904	5.64802	7.98579	4.97122	3.44141	71.38759	50.23984	316-89-5434	divoced	6.48765	Y	7.81044	5.15323	Tim Kelly
8461	6.17103	1.00000	17.16831	38.80501	8.52823	5.92497	8.96736	9.36974	74.22908	112.67093	366-80-4641	single	5.84410	no	3.46649	6.18463	Shannon Baldwin
8462	3.75819	1.00000	48.54863	43.28504	5.86481	5.27786	10.86438	6.32591	66.81184	84.06084	146-14-3682	single	5.50816	no	7.78877	6.08592	Alicia Nguyen
8463	5.41694	1.00000	58.87823	39.81553	6.60605	5.00229	9.15784	6.76486	66.54866	12.57219	204-14-6877	divoced	5.50202	no	7.60316	5.92925	Joshua Hughes
8464	6.67008	0.00000	46.64090	51.38292	2.48381	2.51346	11.80601	8.45508	67.06417	147.83702	298-65-9873	single	5.51662	Y	7.89426	6.84778	Levi Scott
8465	6.19077	1.00000	76.12300	43.41727	8.04174	4.93578	15.16385	7.13284	65.29595	56.80990	759-07-2712	nop		yes	7.42432	7.35290	Angela Carr
8466	3.35151	1.00000	21.93404	70.89345	7.62692	5.47159	5.85314	5.79153	70.27730	53.82122	874-20-8669	single	5.97682	Y	9.84026	6.12631	Kayla Lucas
8467	3.90600	1.00000	34.70488	42.83106	3.87182	7.51253	8.13185	6.80141	65.88815	28.84202	714-88-7125	single	5.04078	yes	4.12873	5.51846	Clarence Castillo
8468	6.29291	1.00000	14.37742	42.61949	4.28860	6.10413	4.35887	9.23704	69.08132	84.41823	627-81-8131	widowed	4.73012	no	3.46630	5.46988	Wendy Lawrence
8469	6.57401	1.00000	79.78427	83.98478	7.50044	6.34743	11.75979	7.32025	79.30825	11.69937	075-31-5362	divoced	6.18476	Y	7.13687	6.54021	Cynthia Durham
8470	5.48845	1.00000	53.68608	36.80931	6.51574	4.80751	12.63624	6.76003	71.01154	79.14379	049-22-7943	divoced	7.16419	no	7.71850	7.16477	Diana Lee
8471	5.36389	1.00000	11.90813	50.11271	7.22567	6.96472	5.81524	5.99601	80.90133	44.33748	074-82-5877	divoced	5.33113	no	9.61754	5.87747	Lucas Munoz
8472	6.60744	0.00000	70.98929	57.37608	4.92518	5.39559	9.73833	6.62600	69.79197	53.38975	474-30-0376	divoced	5.97630	yes	7.26152	6.55065	James James
8473	5.71206	0.00000	89.76914	37.09671	1.79107	5.31293	12.08559	7.59586	74.47184	71.33249	159-80-6864	married	6.15253	yes	6.72869	5.86858	Ashley Singh
8474	5.97337	0.00000	84.60030	35.46039	5.20961	4.79094	12.46445	5.25341	63.90683	82.68839	483-08-5014	divoced	7.50775	no	6.91838	7.25255	Tonya Watson
8475	5.66562	1.00000	13.90423	57.05164	2.51051	8.00214	6.24602	7.18254	87.97423	40.12102	400-75-3887	separated	3.82487	Y	3.55601	5.49858	Christopher Clark
8476	5.69837	1.00000	88.74613	50.20044	7.14053	4.54703	19.23485	7.19450	63.30308	50.69050	294-27-8780	divoced	4.23479	no	6.69957	7.68907	Thomas Norris
8477	5.01385	0.00000	19.40837		4.84885	8.05082	9.20961	4.20402	75.38115	72.03805	633-86-3196	widowed	6.06478	no	8.96061	5.75947	Crystal Johnson
8478	5.51703	1.00000	63.73646	60.63027	4.74335	6.25968	4.89943	7.80509	72.89760	32.23348	052-56-6330	divoced	6.32468	no	5.21754	5.14153	Jeff Mack
8479	6.34030	1.00000	21.34676	52.87671	4.75127	7.73657	9.15578	6.34882	85.99207	131.02419	090-85-8342	divoced	5.53139	Y	3.81435	4.43623	Dr. Thomas Lane
8480	3.74344	1.00000	63.04830	70.70585	4.79717	7.03556	10.52937	6.52554	66.35565	31.92629	734-06-0736	divoced	5.34104	no	5.08549	5.80836	Ronald Brewer
8481	6.91951	1.00000	87.96350	31.11318	7.90139	6.71288	10.46021	7.58725	75.01499	67.44596	461-12-9616	divoced	6.36033	yes	6.69318	3.88647	Christina Hatfield
8482	6.01196	1.00000	81.29181	57.30223	3.59165	6.38539	7.81243	7.26828	86.41216	46.10134	364-49-9217	single	4.73323	no	5.45122	5.96143	Breanna Valdez
8483	6.14456	1.00000	92.26317	34.57736	5.17116	7.28377	8.28466	4.91558	89.51486	94.05810	613-10-3101	divoced	5.00509	no	6.20333	6.90815	Jon Garza
8484	6.23275	0.00000	64.01238	33.17671	2.95499	4.43029	13.93746	8.05705	75.36319	83.81080	643-54-7000	single	4.97255	Y	7.46960	7.23220	Alexa Walsh
8485	4.87963	0.00000	75.63172	60.37251	5.93498	6.97558	8.43404	3.41121	86.61356	71.58387	550-71-7911	separated	6.00536	yes	5.60481	3.22613	Maria Stevens
8486	7.28657	1.00000	47.69600	20.69098	4.51678	5.82057	12.60148	9.05109	81.98168	89.59389	744-25-2637	married	6.98070	yes	4.55595	6.68946	Annette Adams
8487	8.42269	1.00000	19.77195	35.25545	9.16848	7.02923	16.37225	6.17559	59.23066	25.86232	564-12-0473	married	4.83062	no	10.00597	7.21957	David Robinson
8488	5.96903	0.00000	86.75260	41.98013	4.76317	4.91964	9.40863	7.40435	72.13862	76.22985	195-92-3846	divoced	5.22871	Y	6.49924	6.33254	Mike Frederick
8489	5.06100	1.00000	85.83229	62.15625	3.93071	5.83828	7.23220	7.82730	77.15131	2.99532	290-96-9315	married	4.25391	no	5.72589	5.77775	Jordan Nguyen
8490	6.32131	1.00000	88.37557	50.80479	3.84599	6.09538	1.64488	7.09950	80.51774	90.61143	154-32-5128	married	5.38290	no	6.21914	6.04762	Rhonda Coleman
8491	4.36074	1.00000	13.60023	60.57338	5.37959	7.91259	5.85780	6.74605	66.77557	126.76089	831-04-6214	married	5.56751	no	3.26166	5.20601	Kevin Taylor II
8492	7.58111	1.00000	83.24610	51.22149	8.36709	5.80390	8.58614	7.90827	60.60942	42.78229	895-10-5756	divoced	4.82996	Y	6.49971	5.59712	Robert Edwards
8493	6.13031	0.00000	51.53879	44.06766	3.88501	5.53728	4.92749	6.57372	70.22873	14.62103	518-86-5240	separated	6.69181	yes	7.83364	5.55002	Rachel Beck
8494	5.08422	1.00000	75.82738	48.90720	7.68722	5.06810	9.66405	7.05318	70.04238	44.50104	044-40-1460	divoced	4.75700	no	7.28420	5.46046	Mrs. Tracy Gordon
8495	6.27549	0.00000	86.16385	85.45273	5.39248	6.72113	11.77359	4.37132	81.96423	25.48575	815-08-4121	married	6.08389	no	6.31444	5.97248	Kelly Carrillo
8496	6.35229	1.00000	25.11161	56.15178	7.28909	3.16485	13.34957	8.43756	63.90846	98.58218	402-06-0112	separated	5.88848	no	3.84985	6.98014	Nicholas Bruce
8497	6.29389	0.00000	78.34222	40.83603	4.62986	5.89268	7.13058	6.59399	76.22066	108.79055	760-89-8671	divoced	6.21102	Y	7.09973	5.23633	Kimberly Aguilar
8498	6.11174	1.00000	12.59531	34.89345	9.89311	7.49890	8.03502	7.26246	76.12212	86.33105	874-23-9462	single	5.64707	yes	8.80760	5.21769	Timothy Rivera
8499	5.95626	1.00000	15.25616	42.57259	5.76635	3.69777	12.40325	5.27610	62.16114	90.06919	091-20-1857	single	5.13018	no	9.67715	4.59893	Beth Patton
8500	5.22729	0.00000	15.85282	80.07400	2.15747	7.50981	10.72894	5.74815	66.31684	37.46102	507-04-9422	separated	6.41024	Y	9.32179	5.70467	Charles Vaughn
8501	6.46460	1.00000	78.78993	67.83667	8.07194	5.46285	8.44298	8.14277	80.10781	70.42663	669-95-4890	divoced	3.33033	no	5.68746	5.89781	Steven Baird
8502	5.24730	1.00000	25.40418	53.27041	4.48439	9.06950	8.96158	4.25398	77.85006	30.64818	261-72-4523	divoced	6.10702	no	3.97097	4.21293	Tracey Cummings
8503	6.15955	1.00000	50.83712	53.21329	8.81527	5.85536	12.15656	6.78823	80.02826	67.30720	471-46-5193	separated	4.86100	yes	7.95932	6.43070	Edwin Gilmore
8504	4.98663	0.00000	71.79633	39.35568	4.55845	5.13499	12.29578	5.34739	74.88791	89.93516	894-10-0595	married	5.83153	Y	7.29837	6.18650	Matthew Rosales
8505	5.40382	1.00000	75.45118		9.60311	7.43615	6.97634	7.87626	82.43293	85.09847	702-45-3675	married	5.19145	yes	7.04863	4.97188	Anthony Harris
8506	5.03323	0.00000	52.06243	44.84671	7.38160	3.33630	8.39875	8.78436	78.64821	110.04463	833-10-5175	separated	6.15168	yes	4.85082	4.87394	Jose Allen
8507	5.75580	0.00000	53.41058	58.30398	4.36020	7.59342	11.69394	4.32726	72.64825	16.63165	020-96-7667	widowed	5.08723	no	7.96488	5.99144	Courtney Taylor
8508	5.90322	1.00000	71.32596	41.34338	3.33677	6.06192	7.00182	8.25641	71.73157	63.87454	414-09-6162	divoced	4.61730	yes	5.31177	4.25691	Elizabeth Anderson
8509	7.61129	0.00000	83.30061	56.73094	6.37008	8.03473	9.30441	2.67339	72.99737	4.15003	356-58-6973	separated	5.18973	Y	6.90838	5.50397	Martin Carroll
8510	6.93557	1.00000	90.72611	47.75973	7.66626	5.55825	8.20769	8.03200	70.02739	87.61323	832-35-5212	divoced	5.86079	no	6.04048	5.70468	Carol Hernandez
8511	6.18116	1.00000	16.57269	42.38375	2.08227	7.53314	10.93009	8.06442	77.63811	95.23812	405-69-0988	married	4.99647	Y	2.98101	5.93736	Brianna Wilson
8512	6.75867	1.00000	79.07647	36.91993	3.91526	6.62784	37.69996	6.98937	68.26843	116.59391	130-31-8915	married	6.15090	yes	5.70626	8.98075	Jacob Massey
8513	3.28307	1.00000	30.76801	52.45662	5.75146	7.43541	3.62650	6.45802	73.63346	13.49275	548-78-1335	married	5.31029	Y	4.04841	4.83698	Christopher Cortez
8514	5.04668	0.00000	83.18436	49.68015	5.17177	6.35587	6.85527	5.14817	75.42676	52.85814	451-26-2391	single	6.35535	no	6.72370	6.54256	Tracy Richardson
8515	5.38984	1.00000	47.77323	58.83266	7.16572	4.23074	8.29993	6.65766	70.47345	117.97909	742-93-3676	single	4.39946	no	7.97617	4.64104	Karla Gonzalez
8516	4.40264	1.00000	45.54181	42.96505	3.60386	6.30255	7.53972	8.46587	63.15078	15.98224	642-41-5267	divoced	4.92157	no	4.64196	6.52974	Hannah Case
8517	5.33116	0.00000	84.99194	46.95949	4.53778	4.35632	21.49737	8.11533	84.53688	91.71584	291-45-2222	married	5.71559	no	6.41511	8.10623	Justin White
8518	6.06406	0.00000	81.55797	36.29681	5.48477	7.41977	8.60132	3.11384	87.30728	108.72190	748-07-6220	divoced	6.24058	no	5.61141	5.24070	Amanda Jones
8519	7.06460	1.00000	27.68681	54.34582	3.02801	6.99023	7.30201	8.01459	66.63096	59.07205	531-46-5573	divoced	5.37090	yes	4.38592	4.99155	Kimberly Dunlap
8520	7.36669	1.00000	76.83867	50.85900	7.55790	5.98750	7.66787	7.27579	75.00565	15.83221	452-62-7839	married	5.51113	yes	7.24482	6.09088	Robert Ryan
8521	5.49800	1.00000	61.19991	25.45861	6.39959	4.46174	9.56785	7.88071	71.46502	90.97564	143-28-0911	nop	5.89053	no	5.05301	6.52745	Kimberly Copeland
8522	6.67246	1.00000	82.63388	53.00412	8.47041	2.92827	11.97702	7.53936	56.31071	124.11753	039-85-4181	nop	7.28950	no	5.80125	6.45992	Noah Mills
8523	6.39648	0.00000	74.74486	52.33910	2.98646	7.85340	13.28587	4.08817	64.00129	92.42086	254-98-5948	married	6.61878	no	7.30370	7.40880	Gail Hunt DDS
8524	5.87357	1.00000	82.22349	51.17928	6.14679	3.71854	7.98569	6.93761	78.63385	112.50387	755-77-7354	divoced	6.29812	no	6.59615	5.10568	Nicole Jenkins
8525	7.32429	1.00000	76.08387	43.25787	3.72030	2.62911	1.44082	6.03126	71.51957	84.15532	461-64-1229	nop	7.33156	yes	6.92483	4.39270	Suzanne Burns DDS
8526	6.36937	1.00000	29.71024	29.31544	7.10508	4.05823	7.16831	6.02333	77.65617	49.01542	660-95-2058	married	4.79806	no	8.40095	4.97426	Lori Swanson
8527	7.83537	1.00000	66.45399	45.39923	5.08296	3.69226	22.23148	6.03873	67.67561	99.07991	515-87-8486	married	5.63130	yes	7.51594	7.88689	Jon Price
8528	4.81425	1.00000	63.47904	41.14826	7.13308	2.96302	6.37263	7.23563	64.56041	91.88174	870-24-5618	widowed	7.38861	no	5.17628	4.44599	Lori Reyes
8529	5.21333	0.00000	84.53258	51.46057	5.02869	4.40177	7.57126	8.06322	67.82042	126.41441	445-91-7915	separated	6.93503	Y	6.18405	5.30878	Ryan Carson
8530	9.21924	1.00000	42.71109	62.80210	6.09307	3.56782	7.30595	5.91466	63.12899	86.27703	215-85-5804	divoced	5.14930	no	8.15570	5.09079	Savannah Meadows
8531	6.47374	0.00000	87.63189	66.16691	6.16520	4.93275	11.05395	5.78742	69.56071	71.77407	494-23-1924	married	6.12315	no	6.42146	6.03821	Gregory Hill
8532	4.58315	0.00000	56.41703	60.33430	5.36343	7.17264	11.40073	3.27875	68.94057	39.83189	661-84-6619	separated	2.84440	no	7.57221	5.69817	Adam Taylor
8533	4.60496	0.00000	16.72670	33.41521	2.57045	7.51751	5.29612	5.47271	74.03696	70.05982	369-24-0566	divoced	5.04039	no	9.37946	4.51304	Brittany Hayes
8534	4.05181	1.00000	91.27497	55.92270	4.05560	6.37593	10.00769	7.27852	66.19583	82.85656	715-87-9698	married	5.14020	no	6.12599	4.94083	Louis Cohen
8535	5.83943	1.00000	82.39305	44.92640	5.97204	3.20824	8.10743	7.00586	86.13162	85.61376	161-98-1890	separated	6.31480	Y	5.53209	3.95798	Zoe Bowen
8536	6.35468	0.00000	25.34650	29.08233	4.84521	7.43058	10.45319	4.91588	82.50391	100.59486	813-70-2190	single	3.78481	yes	8.71531	6.01350	Lisa Miller
8537	5.77839	1.00000	72.15819	59.55952	7.49675	4.72872	8.18463	7.19465	83.64963	57.33266	431-26-0332	single	6.72525	Y	7.15906	4.51223	Renee Ryan
8538	6.44083	1.00000	47.97345	39.32965	6.54266	8.03611	8.27914	4.87519	65.56026	40.21465	235-19-4848	widowed	7.50442	yes	4.60872	3.62784	Keith Odom
8539	5.23782	1.00000	37.69599	62.35361	8.93990	6.21689	9.04916	7.12713	65.11214	91.01146	497-35-8228	married	7.03871	no	8.09233	5.19230	David Short
8540	5.96760	0.00000	82.99988	60.65372	4.95242	6.91549	20.60600	4.52982	63.53918	5.83137	808-76-6051	married	6.90144	no	6.94050	7.65466	Dr. Mark Rodriguez
8541	6.12888	1.00000	40.87867	57.42077	6.31669	4.30121	11.64865		68.52582	59.16883	435-69-5716	widowed	6.66146	Y	8.17387	7.27561	Brenda Poole
8542	5.30767	1.00000	70.74938	49.66589	5.20676	7.74173	8.19797	5.76683	66.91911	46.87736	250-64-4039	married	6.15953	N	5.25083	4.54089	Marcus Morton
8543	6.70954	1.00000	58.54993	70.63624	5.14717	6.77644	3.55639	7.22143	61.87813	-18.09608	086-46-4473	single	3.88579	yes	4.80485	5.65715	Christopher Lopez
8544	4.86894	1.00000	88.70314	43.02526	4.64522	6.72623	9.97978	6.34823	75.70736	54.08737	586-16-7917	separated	4.22984	Y	6.04266	6.94377	Tyler Tucker
8545	4.87313	1.00000	41.74908	63.27790	7.47597	5.23918	17.14671	6.32958	68.47350	-15.50413	789-07-6660	married	4.38417	no	8.17001	7.29314	Brandy Rodriguez
8546	4.82655	1.00000	77.80938	25.67767	7.43232	5.76692	8.63919	7.46973	56.05216	60.13737	691-03-4364	married	4.32426	no	7.06126	6.66249	Anna Harris
8547	6.81991	1.00000	42.91919	77.17071	9.62240	5.40930	11.36978	8.90025	78.28935	17.25558	157-04-1120	separated	5.44658	no	4.62863	6.79986	Crystal Saunders
8548	6.81567	1.00000	80.45677	37.88287	3.27459	8.34483	16.43551	5.33337	77.43963	52.65918	584-84-6578	single	5.62848	no	5.31365	7.34921	Dylan Romero
8549	6.73110	1.00000	24.30076	52.53164	7.65648	3.77069	5.31123	8.70982	72.72972	24.74612	056-05-2498	married	4.95475	no	3.78344	5.03314	Morgan Archer
8550	5.27527	1.00000	88.60312	49.77997	2.44568	7.66306	14.25390	5.77547	78.33381	73.42776	614-10-2054	divoced	6.41060	no	5.79222	7.58373	Carrie Mills
8551	4.24284	1.00000	36.59945	56.88205	6.49531	3.99204	7.66841	6.12418	86.82703	27.19424	778-41-5734	married	6.73846	Y	8.22360	6.58749	Sherry Cowan
8552	5.35442	0.00000	74.32624	57.16086	4.49789	4.69281	5.89663	7.45804	58.77163	78.30402	304-56-6928	nop	5.89494	Y	7.26104	4.90049	Mary Green
8553	7.14528	0.00000	81.92664	47.65740	4.09053	1.93571	5.30694	9.38205	84.96114	93.24635	425-02-1185	widowed	5.20187	no	6.76753	5.47605	Daniel Martinez
8554	6.21225	1.00000	47.88407	47.55712	5.68173	3.90677	3.85816	6.18878	84.20613	42.15866	691-19-1827	married	5.97632	Y	8.09488	3.97467	Adam Herring
8555	6.93215	1.00000	58.52200	41.81097	4.10570	3.73031	7.78714	6.62741	79.44385	87.86482	565-79-0772	single	7.73094	no	7.64760	5.95720	Angela Johnson
8556	5.72622	1.00000	15.62262	55.57813	8.41477	7.08859	11.05578	6.86134	63.51723	77.82983	705-34-3662	divoced	7.05213	Y	9.06838	5.16224	James Ingram
8557	6.24188	1.00000	25.20112	44.30098	7.76810	5.32379	9.90598	8.75280	75.45942	84.81290	834-95-1628	married	5.74358	yes	4.03997	6.15547	Betty Murphy
8558	5.93740	1.00000	68.99083	32.95620	6.56870	2.39099	5.95965	6.21401	81.79237	102.99417	297-23-5181	nop	6.93499	no	7.28084	5.78990	Michael Walsh
8559	4.03218	0.00000	89.80538	48.81755	6.43495	4.68060	10.06239	6.74471	58.60741	105.70101	832-13-3060	separated	5.36601	no	6.61937	5.50782	Haley Allen
8560	4.37948	1.00000	83.35322	67.42489	8.87634	6.95394	11.80271	8.03851	68.22420	91.56125	643-77-6845	single	6.54597	Y	6.51641	6.11353	Jason Wilson
8561	7.46274	1.00000	85.38719	49.09648	5.46767	6.43710	10.52149	6.94176	69.13926	76.57301	257-52-1184	single	5.57367	yes	5.70520	5.61156	Noah Christian
8562	7.97856	0.00000	23.34677	39.22911	6.15397	5.32338	3.69866	4.75276	74.02894	120.34050	894-68-2708	nop	4.68203	no	3.96750	4.71137	Scott Jordan
8563	6.17688	0.00000	74.51410	52.68385	5.43063	6.46900	9.09296	5.12344	79.78269	77.18368	143-40-6666	separated	5.69628	yes	7.14481	5.83239	Kimberly Jenkins
8564	6.91306	1.00000	78.88822	56.94597	7.90617	4.23108	10.38707	7.88670	81.76902	35.08534	048-53-7327	married	6.75287	yes	5.80206	6.18266	Katherine Hughes
8565	6.39576	1.00000	88.78343	51.45882	7.89644	5.95759	5.98900	8.03127	71.18175	89.49148	627-70-3182	divoced	6.02594	N	6.31071	4.03200	Ashley Carr
8566	7.27416	1.00000	14.46579	55.77247	4.63705	8.28408	8.06038	6.50389	79.72890	62.72403	474-54-8717	nop	6.28656	Y	2.88013	4.79525	Rachel Craig
8567	5.93830	1.00000	74.03968	48.54114	5.48213	7.95205	8.00128	3.17783	60.90398	71.13434	518-52-0199	widowed	5.24039	no	7.24924	6.19112	Kelly Morse
8568	5.92660	0.00000	58.09969	65.56294	2.83804	8.31511	5.80358	3.82268	66.04935	52.42990	228-42-7295	separated	5.10055	yes	7.75083	5.25236	April Allen
8569	6.12539	0.00000	84.43363	63.37665	4.89388	5.81360	11.67999		70.70610	86.03556	142-66-6998	divoced	6.55174	Y	5.55889	6.94142	Philip Torres
8570	5.58016	1.00000	12.90662	40.02249	4.93194	8.74916	11.20356	5.69674	77.86298	97.65489	849-37-4942	single	5.31193	no	2.65748	6.28394	Stephanie Vasquez
8571	5.35664	1.00000	37.59563	39.16485	6.73862	4.51986	6.44491	8.46539	83.84486	50.87071	264-52-6761	widowed	6.39674	no	4.42377	5.94238	Grace Guzman
8572	5.79092	1.00000	17.72220	39.18130	7.32170	3.99556	9.47063	5.74442	71.71469	65.43337	790-61-1168	single	5.75316	no	9.20854	5.70101	Alexis Simmons
8573	7.01009	1.00000	84.57621	59.00209	4.46631	5.21993	8.57540	8.68124	74.76987	89.32679	324-71-5621	divoced	7.80398	no	6.02383	5.23942	Trevor Greer
8574	7.13567	0.00000	75.22027	37.02623	5.39652	3.66018	5.61483	9.25205	77.58564	71.73592	108-87-9068	married	6.13026	yes	5.71377	4.10824	Angela Bowman
8575	4.30407	1.00000	59.94063	62.46027	5.71102	5.60805	6.87185	8.84239	68.15159	52.40947	728-43-1872	married	6.77453	no	4.83997	3.83312	Michael Gibson
8576	5.33482	1.00000	26.24726	58.65393	7.22540	7.03496	19.19088	6.84897	68.35250	45.27448	357-46-9091	nop	7.71183	Y	8.44765	7.69530	James Lewis
8577	2.37011	1.00000	26.75813	48.01497	4.88215	7.19420	9.80525	6.91654	89.57615	66.59018	699-15-4081	divoced	5.18260	Y	3.99255	6.74895	Mrs. Catherine Smith
8578	6.43949	1.00000	87.22322	59.03320	6.67258	3.87054	9.57497	6.87182	69.35848	67.35838	286-63-9375	divoced	3.79496	yes	6.54869	5.75557	Mary Fitzgerald
8579	7.42682	0.00000	88.53193	48.12368	4.00533	6.13248	7.16945	5.49293	75.47043	33.07138	755-39-6869	divoced	4.39920	no	6.01303	6.09909	Daniel Mendoza
8580	7.29412	1.00000	20.00912	39.12297	4.90568	8.58937	11.04958	5.21031	68.04946	104.42085	053-34-6109	divoced	5.22763	no	3.59949	4.53810	David Nelson
8581	5.49581	1.00000	76.57762	26.02528	6.13386	4.51930	7.93245	7.63111	74.76854	15.60166	773-14-0037	nop	6.70340	yes	5.46125	4.70538	Christian King
8582	4.10030	1.00000	26.03477	55.89325	4.39363	2.77261	11.91292	5.37706	70.06248	47.33211	333-55-8670	divoced	7.47718	no	8.59995	6.98579	Jason Duran
